0.0,nessun voto assegnato
23.0,18
25.0,18
87.0,22
101.0,23
106.0,23
123.0,24
124.0,24
125.0,24
133.0,25
152.0,27
155.0,27
159.0,28
162.0,28
169.0,29
171.0,29
183.0,30
184.0,30
224.0,30L
