VOTI DI COMPLESSITA'   appello 5 Luglio 2017

matricola,voto
VR407615,30
VR407794,30
VR412613,26
VR412169,24
VR399891,28
VR403221,27
VR410075,27
VR409578,27
VR409987,27
VR409577,27
VR404397,26
VR404236,26
VR403851,26
VR413467,26
VR398313,26
VR414189,26
VR411577,24
VR409637,20
VR403852,20
VR407847,20
VR402957,18
VR410833,20
VR407856,18
