0.0,non raggiunge la sufficienza
5.0,18
25.0,21
26.0,21
30.0,22
45.0,24
50.0,24
60.0,25
65.0,25
70.0,26
100.0,28
104.0,28
105.0,28
114.0,30
115.0,30
