0.0,nessun voto assegnato
4.0,nessun voto assegnato
5.0,nessun voto assegnato
12.0,18
22.0,19
23.0,19
24.0,19
25.0,19
26.0,19
37.0,21
55.0,23
80.0,26
100.0,28
102.0,28
132.0,30
202.0,30L
